번호,ID,문제 파일명,정답 파일명,출처,연도,과목,단원,관련 과목,정답률,난이도,답
"532","c36063a2-527f-4ac5-95aa-be1144eacedd","版力146.png","版力146-a.png","2020년 4월 학평 10번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","63","하","2"
"533","4f60ce18-deef-46a6-852c-80271fac60d8","생윤42.png","생윤42-a.png","2020년 4월 학평 14번","2020","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","44","중","3"
"534","6841b905-52ba-45db-abd5-27b58c4f8d2f","경제41.png","경제41-a.png","2021년 4월 학평 5번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","4"
"535","dc5a945c-0607-4c32-b979-51d9034a5396","생윤41.png","생윤41-a.png","2019년 7월 학평11번 ","2019","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","87","하","3"
"536","cbf6251f-cd45-44bf-91fa-1483969e3891","版力145.png","版力145-a.png","2020학년도 9월 모평 19번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","68","하","1"
"537","049587dc-4508-4c5c-a481-0eec10406651","경제496.png","경제496-a.png","2024학년도 6월 모평 18번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","74","하","5"
"538","1eaf590d-cbcf-4ebf-9a04-77a1d14c93f0","版力144.png","版力144-a.png","2020년 3월 학평 9번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","1"
"539","79949810-29ef-451d-ac96-1ffbf3b164cc","경제495.png","경제495-a.png","2023학년도 수능 4번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","77","하","1"
"540","5c1ae6e7-7fdf-403d-b431-f069afa6c0c7","생윤40.png","생윤40-a.png","2022년 10월 학평 10번","2022","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","77","하","4"
"541","1387361b-398a-4ea3-90d7-881736ac8462","경제40.png","경제40-a.png","2024년 3월 학평 12번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","5"
"542","b71ebb69-f123-49af-b649-798353e55c09","생윤39.png","생윤39-a.png","2023년 7월 학평 10번","2023","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","43","중","1"
"543","d7c124a0-c58f-4aba-b932-34ea8b3b8877","版力143.png","版力143-a.png","2020학년도 9월 모평 14번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","76","하","1"
"544","2844946e-47e5-4226-93bc-931938000303","경제39.png","경제39-a.png","2023학년도 9월 모평 7번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","5"
"545","612d85a9-8ff0-4311-929b-e73ca8542422","경제494.png","경제494-a.png","2023학년도 9월 모평 10번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","65","하","3"
"546","fcef14bf-04e8-4574-9643-45e21aa8492c","생윤38.png","생윤38-a.png","2023학년도 9월 모평 15번","2023","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","43","중","5"
"547","a593d181-e6f1-4cbc-aac0-a8ea634005c7","경제493.png","경제493-a.png","2019년 7월 학평 2번","2019","통합사회 2","자산 관리와 금융 생활 설계","경제","63","하","4"
"548","8c32f8b3-ca64-4f37-ac33-1823907e25c4","경제38.png","경제38-a.png","2021년 3월 학평 3번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","85","하","4"
"549","9b7d801d-3e74-46e8-bff4-875caae6fb3e","版力142.png","版力142-a.png","2019년 10월 학평 4번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","2"
"550","d11d4daf-0ad0-49ff-976f-41add92496f5","생윤37.png","생윤37-a.png","2019년 7월 학평 7번","2019","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","43","중","3"
"551","13d7d166-7cf4-4446-9716-7be51536da09","경제492.png","경제492-a.png","2022년 3월 학평 19번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","51","중","5"
"552","f955c5b0-d4bf-4ac1-8087-a062e74e253c","경제37.png","경제37-a.png","2019년 4월 학평 4번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","5"
"553","aeda462d-8f35-426f-aeef-a06a3a873219","版力141.png","版力141-a.png","2019년 4월 학평 14번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","68","하","2"
"554","c68b32c7-c2bb-458f-8e5c-3a816da12a6d","생윤36.png","생윤36-a.png","2017학년도 6월 모평 11번","2017","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","81","하","4"
"555","b4969534-8c69-4183-a6ae-6619f29878b3","경제491.png","경제491-a.png","2021년 3월 학평 17번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","59","중","4"
"556","a4936b76-7a1a-45a7-9c90-09ded5afb07f","경제36.png","경제36-a.png","2022년 4월 학평 6번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","90","하","1"
"557","6a036639-80ac-4aaa-ba02-0eccadef0a86","版力140.png","版力140-a.png","2018년 7월 학평 5번","2018","통합사회 2","합리적 선택과 경제 주체의 역할","경제","71","하","4"
"558","74433f0e-0049-42ae-9062-1c67e4b3abc0","경제490.png","경제490-a.png","2021학년도 6월 모평 17번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","76","하","1"
"559","e307f067-f06c-4405-a6ba-e1abee02cbad","版力139.png","版力139-a.png","2019년 3월 학평 3번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","69","하","5"
"560","03e11147-ad79-45cc-90ee-49300b59055c","경제35.png","경제35-a.png","2020년 3월 학평 1번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","1"
"561","77141304-04b8-476b-ac4b-6cc8f5ac124e","생윤35.png","생윤35-a.png","2019년 3월 학평 9번","2019","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","46","중","4"
"562","e4ff00cb-f003-4b44-aad4-3e4f21ef4c33","경제34.png","경제34-a.png","2021년 4월 학평 4번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","91","하","4"
"563","5b13a1c1-e3f2-44cc-b6eb-5e7ecb2492a6","版力138.png","版力138-a.png","2019년 7월 학평 10번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","36","상","2"
"564","2d3cd952-94c8-4e97-9ce9-aa4100c1918f","생윤34.png","생윤34-a.png","2024년 3월 학평 15번","2024","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","31","상","3"
"565","ad05d8f4-0847-484f-afcf-b227c9ffb072","경제489.png","경제489-a.png","2019년 3월 학평 13번","2019","통합사회 2","자산 관리와 금융 생활 설계","경제","80","하","1"
"566","7cc36eb8-9428-4266-8375-2c6aeaafa1ce","경제488.png","경제488-a.png","2021학년도 6월 모평 17번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","63","하","2"
"567","20efa51b-a2b9-4510-83e7-f0f153df4ebb","생윤33(문제중보기깨짐).png","생윤33-a.png","2020년 7월 학평 10번","2020","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","33","상","3"
"568","b855abd3-a064-49b2-ab29-2fec5caf11cc","版力137.png","版力137-a.png","2020학년도 수능 3번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","3"
"569","d8cee25f-61f1-4a83-82d7-280274a8fe23","경제33.png","경제33-a.png","2022학년도 9월 모평 5번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","71","하","4"
"570","b1a25532-2cad-4f38-aa25-08dfbcc845f8","版力136.png","版力136-a.png","2023년 7월 학평 18번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","2"
"571","7755fda3-3e0c-4057-b8f3-2bab98909131","생윤32.png","생윤32-a.png","2023년 10월 학평 5번","2023","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","50","중","3"
"572","2b5124b6-17a2-4747-89d1-aebf591360af","경제487.png","경제487-a.png","2024년 4월 학평 12번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","55","중","1"
"573","3efc716d-bfa6-4eef-a185-d4da480c4e1b","경제32.png","경제32-a.png","2022년 7월 학평 1번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","89","하","4"
"574","7cfdac73-214b-4a2c-b81a-4fbe049ee968","생윤31.png","생윤31-a.png","2020학년도 수능 10번","2020","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","31","상","2"
"575","bbaafbde-2b19-4a8c-af8b-945ee9d22741","경제31.png","경제31-a.png","2024년 4월 학평 4번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","85","하","1"
"576","ccaab000-85aa-4024-96e8-eb948facaf44","版力135.png","版力135-a.png","2020년 3월 학평 20번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","52","중","5"
"577","a4125922-462a-4d5b-9725-c593e595fc91","경제486.png","경제486-a.png","2025학년도 9월 모평 16번","2025","통합사회 2","자산 관리와 금융 생활 설계","경제","64","하","2"
"578","534221ea-aa44-4a7f-b81d-81b59d3cc086","경제30.png","경제30-a.png","2023학년도 9월 모평 3번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","90","하","3"
"579","49f158ec-37ee-4c50-b279-7f91c7f74538","版力134.png","版力134-a.png","2020년 4월 학평 7번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","63","하","1"
"580","497e6512-914c-483c-ac72-11e4c0d2fb16","경제485.png","경제485-a.png","2025학년도 수능 17번","2025","통합사회 2","국제 분업과 무역","경제","60","하","2"
"581","bbd42581-049b-4c00-b89e-621013de5fa8","생윤30.png","생윤30-a.png","2023년 4월 학평 12번","2023","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","51","중","3"
"582","d8451ba6-506f-44b0-a0d9-a4d1f4c54cc2","版力133.png","版力133-a.png","2019년 3월 학평 7번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","77","하","5"
"583","d6ad03c8-a5c4-41b0-b405-582502b6a77c","경제484.png","경제484-a.png","2025학년도 9월 모평 4번","2025","통합사회 2","국제 분업과 무역","경제","66","하","2"
"584","7bf9a8ce-91e0-4877-af59-5445be2be090","생윤29.png","생윤29-a.png","2024학년도 9월 모평 15번","2024","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","21","상","5"
"585","0ebef55f-a0eb-4cd6-8eb0-626fd48fbb3a","경제29.png","경제29-a.png","2025학년도 수능 1번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","87","하","2"
"586","b47b1680-dd6a-43b8-8c47-f5f23b8278e2","경제28.png","경제28-a.png","2019년 3월 학평 1번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","68","하","2"
"587","e8d9d61d-bd95-43c4-a6a2-3447e35d44aa","경제483.png","경제483-a.png","2024년 10월 학평 11번","2024","통합사회 2","국제 분업과 무역","경제","82","하","5"
"588","097ea0e1-28b3-4c14-8318-f4d3e260a109","版力132.png","版力132-a.png","2022학년도 9월 모평 18번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","87","하","2"
"589","9ad18ea3-766c-41ee-a739-c97d3356a105","생윤28.png","생윤28-a.png","2025학년도 6월 모평 15번","2025","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","12","상","1"
"590","0bce4282-c296-49f3-8671-645b9617cfdd","版力131.png","版力131-a.png","2021학년도 6월 모평 3번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","81","하","5"
"591","9745d7de-bbd8-4d73-8a33-3d7cafe6d07c","경제482.png","경제482-a.png","2021년 7월 학평 18번","2021","통합사회 2","국제 분업과 무역","경제","74","하","3"
"592","c081cbb8-bd71-47f6-b7cc-f68d78ad4bb3","경제27.png","경제27-a.png","2019년 10월 학평 1번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","74","하","5"
"593","5bd25be2-aa39-4731-b249-a0441dda6178","생윤27.png","생윤27-a.png","2023년 3월 학평 9번","2023","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","46","중","4"
"594","c81c4133-ac87-48d5-8c6a-44f7a41c7f02","생윤26.png","생윤26-a.png","(윤사) 2020학년도 수능 7번","2020","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","82","하","2"
"595","a04dcb17-c25b-4be5-89a2-cbb26f212495","版力130.png","版力130-a.png","2020년 7월 학평 13번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","76","하","3"
"596","d6d8145f-6ec0-40e4-8289-ccc7a932bd8a","경제26.png","경제26-a.png","2024년 3월 학평 1번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","74","하","3"
"597","5c421540-ce90-4deb-98a4-1a0fcb54d956","경제481.png","경제481-a.png","2022학년도 9월 모평 10번","2022","통합사회 2","국제 분업과 무역","경제","70","하","3"
"598","6ac083f5-0cfc-4859-b264-e1e3c57ff4cc","경제25.png","경제25-a.png","2021년 4월 학평 17번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","77","하","2"
"599","5aeb028e-fc82-4df1-9e09-90c664f3b409","경제480.png","경제480-a.png","2021학년도 9월 모평 14번","2021","통합사회 2","국제 분업과 무역","경제","73","하","3"
"600","ba81304f-dfc6-438f-981d-a715a0293807","생윤25.png","생윤25-a.png","2024년 7월 학평 15번","2024","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","60","중","4"
"601","eaf2cae0-7a7f-4ca8-a2d5-37b8e85a5b91","版力129.png","版力129-a.png","2020년 10월 학평 10번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","64","하","5"
"602","db812a91-362b-4ff8-bd3b-d35c48cadeaa","생윤24.png","생윤24-a.png","2022년 7월 학평 7번","2022","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","51","중","3"
"603","72e80e2e-0916-400c-a736-393eb62738dc","경제24.png","경제24-a.png","2020년 3월 학평 13번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","1"
"604","57dc6cc3-955b-40d7-9344-ba7bd46ccf1f","版力128.png","版力128-a.png","2020학년도 수능 17번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","27","상","1"
"605","39ea4ba2-8056-4f76-9d27-4c345d0485a5","경제479.png","경제479-a.png","2023년 10월 학평 19번","2023","통합사회 2","국제 분업과 무역","경제","67","하","4"
"606","7448b9b8-73a8-4309-b13b-d36fdc52e7ca","경제477.png","경제477-a.png","2019년 10월 학평 5번","2019","통합사회 2","국제 분업과 무역","경제","77","하","1"
"607","0f20a2ec-edd9-41c0-a223-2d6dcb3e851b","版力127.png","版力127-a.png","2021년 3월 학평 11번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","84","하","3"
"608","d0184864-97b2-471c-bc79-d88f35f277db","경제23.png","경제23-a.png","2024년 4월 학평 1번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","84","하","5"
"609","6bde362b-5f31-42b0-9500-a27ab3890774","생윤23.png","생윤23-a.png","2022년 3월 학평 9번","2022","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","34","상","4"
"610","4d927c39-6f35-488e-9cc0-4e44dc97a47d","版力126.png","版力126-a.png","2020년 4월 학평 15번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","4"
"611","4178e77d-4e2c-49fc-95f4-dd03823b45b1","경제476.png","경제476-a.png","2020학년도 6월 모평 17번","2020","통합사회 2","국제 분업과 무역","경제","68","하","5"
"612","0f4ac81e-1185-4eb3-8b80-ba00c2f1dba3","경제22.png","경제22-a.png","2024학년도 수능 1번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","86","하","2"
"613","5c331d68-9fc6-4642-9466-d026b8b42ff7","생윤22.png","생윤22-a.png","2019년 10월 학평 4번","2019","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","52","중","3"
"614","5f29856f-cffc-4a55-8b8f-9f60b9e2f62e","경제21.png","경제21-a.png","2021학년도 수능 1번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","88","하","2"
"615","a5112aee-fe96-4db6-98b7-98a047d24830","경제475.png","경제475-a.png","2022학년도 6월 모평 18번","2022","통합사회 2","국제 분업과 무역","경제","74","하","5"
"616","016ed800-d99d-44be-b311-e5318fdc2ca2","생윤21.png","생윤21-a.png","2022학년도 수능 10번","2022","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","29","상","4"
"617","0c8b05b4-c69f-4230-bea2-4ca0120b28f2","版力125.png","版力125-a.png","2019년 7월 학평 5번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","5"
"618","d0aaa1c3-b32e-4af8-b2af-d58f0a5b8014","경제474.png","경제474-a.png","2020년 7월 학평 6번","2020","통합사회 2","국제 분업과 무역","경제","55","중","5"
"619","c9d78a95-9a66-447e-b312-f1cd02cee738","경제20.png","경제20-a.png","2023년 7월 학평 1번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","89","하","1"
"620","186419a7-10f7-42ab-8339-20e8412e6e54","版力124.png","版力124-a.png","2019년 10월 학평 9번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","59","중","1"
"621","d811d880-cd51-4b15-90ea-00d417f4fa55","생윤20.png","생윤20-a.png","2021년 3월 학평2번 ","2021","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","50","중","5"
"622","ab782dc3-a8da-4040-afa2-378ba2102ed1","생윤19.png","생윤19-a.png","2021학년도 수능 10번","2021","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","61","하","3"
"623","016401cd-13a0-4e11-8823-66faddfda401","경제19.png","경제19-a.png","2023학년도 수능 1번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","90","하","2"
"624","995a4582-e290-4a5b-876c-ce5b7b2de5a5","版力123.png","版力123-a.png","2020학년도 6월 모평 6번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","63","하","4"
"625","35a227d8-7b27-4233-a8d1-e58463fcb755","경제473.png","경제473-a.png","2023학년도 9월 모평 8번","2023","통합사회 2","국제 분업과 무역","경제","76","하","2"
"626","b911a004-3ad2-4544-b902-1dfab8d05744","생윤18.png","생윤18-a.png","2022학년도 6월 모평 7번","2022","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","46","중","1"
"627","59c10528-fe40-4ca1-894e-0f35722ca546","경제18.png","경제18-a.png","2020년 10월 학평 1번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","88","하","3"
"628","1b7b39bc-9dc3-4763-93f1-9d631daf3bf8","경제472.png","경제472-a.png","2024년 7월 학평 6번","2024","통합사회 2","국제 분업과 무역","경제","67","하","5"
"629","f15e454f-c9e9-4f73-a3c5-76d4fe7c3bee","版力122.png","版力122-a.png","2020학년도 9월 모평 3번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","5"
"630","b7dddbde-7eed-4859-a76d-b48abbdc0bf2","생윤17.png","생윤17-a.png","2022학년도 9월 모평 10번","2022","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","53","중","5"
"631","e6101849-e203-41c3-8928-626c3ea850e8","경제471(출처문제번호없음_2021년10월학평3번).png","경제471-a.png","2021년 10월 학평 3번","2021","통합사회 2","국제 분업과 무역","경제","85","하","3"
"632","56f1ddda-f350-4e9f-916b-80581a09884a","版力121.png","版力121-a.png","2019년 4월 학평 15번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","60","하","2"
"633","65ba65bd-1336-4d03-8942-db43d45eccfb","경제17.png","경제17-a.png","2022학년도 9월 모평 2번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","93","하","3"
"634","dc86c2b0-0aad-4c79-9ff7-0f63ec21bc85","版力120.png","版力120-a.png","2021학년도 9월 모평 1번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","81","하","5"
"635","9f539a93-435e-410a-adf3-77b66783b2f6","경제470.png","경제470-a.png","2019년 3월 학평 17번","2019","통합사회 2","국제 분업과 무역","경제","55","중","2"
"636","ef8264bd-8a10-48bc-9b16-f893ed1b4da3","생윤16.png","생윤16-a.png","2022년 4월 학평 15번","2022","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","57","중","1"
"637","15930e81-ef7c-41b5-96e2-3fd5002256f0","경제16.png","경제16-a.png","2021년 10월 학평 5번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","93","하","3"
"638","03779d53-66c0-4836-b46e-3889560ad386","경제469.png","경제469-a.png","2021년 3월 학평 19번","2021","통합사회 2","국제 분업과 무역","경제","70","하","2"
"639","55338ba2-533a-4a3f-8a07-e5c4aaa9d7ae","경제15.png","경제15-a.png","2024학년도 9월 모평 1번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","88","하","5"
"640","a0ea6180-8c92-43de-900a-9767cf042faf","생윤15.png","생윤15-a.png","2021년 4월 학평 9번","2021","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","67","하","2"
"641","81101c36-867d-4ebb-aea7-5cad99841e62","版力119.png","版力119-a.png","2024년 7월 학평 2번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","88","하","5"
"642","79bd581e-8873-4bd1-9d90-9f04d6258018","생윤14.png","생윤14-a.png","2024학년도 6월 모평 8번","2024","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","42","중","4"
"643","42744c8f-8f2f-4ff3-b1d9-62dd4b720bb7","版力117.png","版力117-a.png","2025학년도 수능 6번","2025","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","89","하","5"
"644","01bd9a09-6c78-4148-a454-fcf8a061e871","경제468.png","경제468-a.png","2019년 4월 학평 9번","2019","통합사회 2","국제 분업과 무역","경제","55","중","3"
"645","13949647-0f7e-4f0f-bdb4-679119295343","경제14.png","경제14-a.png","2023학년도 9월 모평 2번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","87","하","5"
"646","2011f48d-e23e-4d11-b580-f823c219650b","경제467.png","경제467-a.png","2022년 4월 학평 17번","2022","통합사회 2","국제 분업과 무역","경제","41","중","3"
"647","490514dc-7e22-47de-859b-652690337809","版力116.png","版力116-a.png","2024년 10월 학평 2번","2024","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","94","하","1"
"648","bfa2839d-a1d5-4f5b-ab06-2a69d0dddefa","경제13.png","경제13-a.png","2024학년도 6월 모평 1번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","85","하","3"
"649","17bda9ce-f412-4446-b47b-035634070bf3","생윤13.png","생윤13-a.png","2023학년도 수능 9번","2023","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","32","상","5"
"650","da2060e5-bcb2-4b9e-8db5-3606814aa985","경제12.png","경제12-a.png","2019년 4월 학평 1번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","87","하","4"
"651","0f84b9dd-9dd1-4c80-baa7-dbfa958e5ccc","版力115.png","版力115-a.png","2019년 10월 학평 6번","2019","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","77","하","5"
"652","d9f000ac-53f9-432a-bc18-cf2c5270fdbc","생윤12.png","생윤12-a.png","2021년 7월 학평 10번","2021","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","61","하","5"
"653","5e8cb632-b36c-458b-bec4-99663d407f4a","경제466.png","경제466-a.png","2024년 3월 학평 5번","2024","통합사회 2","국제 분업과 무역","경제","63","하","2"
"654","64012388-0698-409b-95bb-e343d941d11c","생윤11.png","생윤11-a.png","(윤사) 2019년 10월 학평 7번","2019","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","83","하","4"
"655","478748c8-80a4-49f6-b9e4-e6a5fafce03e","版力114.png","版力114-a.png","2020년 7월 학평 2번","2020","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","78","하","2"
"656","6623e692-8eee-45f6-b89e-8c1c10b1df08","경제465.png","경제465-a.png","2022년 10월 학평 15번","2022","통합사회 2","국제 분업과 무역","경제","79","하","1"
"657","181b1072-1740-4899-84e1-0f0252843f71","경제11.png","경제11-a.png","2024년 7월 학평 1번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","93","하","1"
"658","f83f212a-2de4-4887-b8c4-610bb66a7789","생윤10.png","생윤10-a.png","2020학년도 9월 모평 17번","2020","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","24","상","1"
"659","13317466-4a44-4fc1-adae-12e520c3354f","경제10.png","경제10-a.png","2023년 4월 학평 2번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","86","하","5"
"660","9f6972ae-afd6-46c4-bfb8-8bd797ef9ee4","경제464.png","경제464-a.png","2024년 4월 학평 14번","2024","통합사회 2","국제 분업과 무역","경제","44","중","4"
"661","071b898f-e07d-4e61-bd70-d397b9407ad3","版力113.png","版力113-a.png","2022년 4월 학평 1번","2022","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","79","하","1"
"662","e238dd11-bbe0-4645-9866-c478fbe66bc0","경제463.png","경제463-a.png","2025학년도 6월 모평 18번","2025","통합사회 2","국제 분업과 무역","경제","71","하","3"
"663","e2a4a1c1-7244-4e21-ba89-c2b9690259ae","版力112.png","版力112-a.png","2020학년도 9월 모평 6번","2020","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","69","하","3"
"664","cb3fbdd3-36b9-4539-bc54-86144474b04e","생윤9.png","생윤9-a.png","2019년 4월 학평 19번","2019","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","20","상","5"
"665","4cd76716-1625-4da0-8e07-b552d3d71275","경제9.png","경제9-a.png","2022학년도 수능 2번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","95","하","2"
"666","5567b717-57d5-48c8-a9f5-2d0bc31aceff","생윤8.png","생윤8-a.png","2023학년도 6월 모평 9번","2023","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","59","중","4"
"667","b83c77cc-d2ab-4297-ab0b-508dd52855c3","경제8.png","경제8-a.png","2025학년도 9월 모평 1번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","88","하","1"
"668","6dbd3e64-c88d-4e3a-8dd2-9833e569bd94","版力111.png","版力111-a.png","2023학년도 수능 2번","2023","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","82","하","2"
"669","5761b29c-85ba-479c-a405-57c8c11a54d9","경제462(문제출처확인필요).png","경제462-a.png","2024학년도 9월 모평 19번","2024","통합사회 2","국제 분업과 무역","경제","52","중","5"
"670","38f00f1b-72e5-4ffc-aa3f-69b85e28708f","경제7.png","경제7-a.png","2020학년도 6월 모평 2번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","5"
"671","b5fddd14-9228-4603-869f-62034dce7f84","版力110.png","版力110-a.png","2022년 10월 학평 6월","2022","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","90","하","1"
"672","15af7b58-c148-4b14-b764-a26bbbf9ac10","경제461(출처문제번호없음_2023년7월학평12번).png","경제461-a.png","2023년 7월 학평 12번","2023","통합사회 2","국제 분업과 무역","경제","64","하","5"
"673","4092fc02-dea4-4707-b366-11221d2afed2","생윤7(사이즈538).png","생윤7-a.png","2020년 10월 학평 7번","2020","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","43","중","5"
"674","b015b4ea-6c76-4af0-a1f1-99f6d0b71e2d","版力109.png","版力109-a.png","2023년 7월 학평 6번","2023","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","93","하","1"
"675","20873ef9-4e61-4c04-a3e1-9d3161c3d938","경제6.png","경제6-a.png","2022년 4월 학평 2번","2022","통합사회 2","자본주의의 전개 과정과 경제 체제","경제","65","하","4"
"676","2f34e4b7-e1c3-4baa-af6e-ea567d3cd577","생윤6.png","생윤6-a.png","2021학년도 9월 모평 18번","2021","통합사회 2","다양한 정의관의 특징과 적용","생활과 윤리","47","중","4"
